student_id,date,sleep,stress,mood,energy,screenTime,workHours,activity,social
u04,2013-04-01,6.0,1,6.1,8.0,6.0,4.5,21.5,7.2
u04,2013-04-02,8.0,3.2,6.1,6.9,8.0,8.5,24.2,6.2
u04,2013-04-03,8.0,3.2,6.1,6.9,8.0,7.5,21.5,7.1
u04,2013-04-04,7.0,1,6.1,8.0,4.0,10.5,21.2,6.8
u04,2013-04-05,6.5,3.2,6.1,6.9,8.0,7.5,43.0,6.7
u04,2013-04-06,6.6,1,6.1,8.0,6.0,10.5,13.2,10
u04,2013-04-07,5.0,1,6.1,8.0,6.0,4.5,7.9,7.4
u04,2013-04-08,8.0,1,6.1,8.0,6.0,6.0,13.4,7.3
u04,2013-04-09,8.0,1,6.1,8.0,6.0,13.5,21.8,6.8
u04,2013-04-10,6.0,2.8,6.1,7.1,7.0,5.5,34.9,7.0
u04,2013-04-11,7.0,2.8,6.1,7.1,5.0,7.5,33.8,7.6
u04,2013-04-12,6.0,5.5,6.1,5.8,8.0,6.5,29.1,8.6
u04,2013-04-13,6.6,2.8,6.1,7.1,5.0,6.5,26.9,8.0
u04,2013-04-14,6.6,2.8,6.1,7.1,4.0,4.5,23.8,8.4
u04,2013-04-15,6.0,3.2,6.1,6.9,6.0,6.0,20.9,6.8
u04,2013-04-16,6.0,4.8,6.1,6.2,3.0,6.5,18.8,8.7
u04,2013-04-17,6.0,1,6.1,8.0,5.0,4.5,24.2,7.9
u04,2013-04-18,6.0,1,6.1,8.0,7.0,4.5,29.1,6.1
u04,2013-04-19,6.0,2.8,6.1,7.1,8.0,6.5,24.2,7.9
u04,2013-04-20,6.6,2.8,6.1,7.1,4.0,4.5,16.4,7.9
u04,2013-04-21,6.6,2.8,6.1,7.1,2.0,4.5,2.6,4.7
u04,2013-04-22,7.0,1,6.1,8.0,6.0,7.0,7.9,8.6
u04,2013-04-23,8.0,2.8,6.1,7.1,5.0,4.5,18.8,6.1
u04,2013-04-24,6.6,2.8,6.1,7.1,6.0,14,29.1,5.5
u04,2013-04-25,6.6,5.5,1,3.2,5.0,4.5,21.2,7.7
u04,2013-04-26,6.6,5.5,6.1,5.8,6.0,4.5,26.9,7.0
u04,2013-04-27,6.6,2.8,6.1,7.1,4.0,4.5,15.9,7.5
u04,2013-04-28,6.6,5.5,6.1,5.8,8.0,4.5,26.5,6.5
u04,2013-04-29,6.6,5.5,6.1,5.8,6.0,4.5,18.5,7.8
u04,2013-04-30,6.0,5.5,6.1,5.8,6.0,6.0,10.7,6.7
u04,2013-05-01,7.0,2.8,6.1,7.1,7.0,4.5,29.1,5.4
u04,2013-05-02,6.6,2.8,6.1,7.1,4.0,4.5,26.5,5.4
u04,2013-05-03,6.6,2.8,6.1,7.1,2.0,4.5,15.7,5.5
u04,2013-05-04,6.6,2.8,6.1,7.1,2.0,4.5,5.3,8.7
u04,2013-05-05,6.6,2.8,6.1,7.1,5.0,4.5,24.2,6.3
u04,2013-05-06,6.6,2.8,7.8,8.0,10,4.5,13.4,6.3
u04,2013-05-07,6.6,3.2,6.1,6.9,4.0,6.0,22.5,8.5
u04,2013-05-08,6.6,1,6.1,8.0,3.0,4.5,15.9,9.1
u04,2013-05-09,6.6,5.5,6.1,5.8,5.0,4.5,10.6,9.1
u04,2013-05-10,6.6,2.8,6.1,7.1,7.0,4.5,18.3,7.9
u04,2013-05-11,6.6,2.8,6.1,7.1,7.0,4.5,26.9,8.2
u04,2013-05-12,6.6,2.8,6.1,7.1,3.0,4.5,16.1,8.5
u04,2013-05-13,5.0,2.8,6.1,7.1,5.0,6.0,10.7,7.1
u04,2013-05-14,6.6,2.8,6.1,7.1,4.0,4.5,15.9,6.3
u04,2013-05-15,6.6,2.8,7.8,8.0,6.0,4.5,23.8,7.3
